sentence_id,sentence,notation,n_moves,winner
c_0,The board is empty.,,0,
c_1,Sujith is X and has gone for up and left from center; Seoyeon is O and has not moved yet.,X:TL,1,
c_4969,"Seoyeon is X and has taken up and left from center, top right corner, center, and below the center; Watson is O and has gone for top middle, left of centre, middle row right, and bottom right corner.","X:TL,TR,C,BM O:TM,ML,MR,BR",8,
c_4970,"Seoyeon is X and has gone for top left corner, top right corner, middle row right, and below the center; Wenjia is O and has gone for above the center, left of centre, center, and down and right from center.","X:TL,TR,MR,BM O:TM,ML,C,BR",8,
c_4971,"SONG is X and has taken up and left from center, top right corner, below the center, and bottom right corner; Sujith is O and has taken top middle, left of centre, middle, and middle row right.","X:TL,TR,BM,BR O:TM,ML,C,MR",8,O
c_4972,"Goli is X and has gone for up and left from center, middle row left, middle, and below the center; Seoyeon is O and has taken above the center, up and right from center, middle row right, and bottom right corner.","X:TL,ML,C,BM O:TM,TR,MR,BR",8,O
c_4973,"SONG is X and has gone for up and left from center, middle row left, right of centre, and below the center; Kim is O and has taken top middle, up and right from center, center, and bottom right corner.","X:TL,ML,MR,BM O:TM,TR,C,BR",8,
c_4974,"Watson is X and has taken up and left from center, left of centre, middle row right, and bottom right corner; Goli is O and has gone for above the center, top right corner, middle, and below the center.","X:TL,ML,MR,BR O:TM,TR,C,BM",8,O
c_4975,"Zhenmao is X and has gone for up and left from center, left of centre, below the center, and down and right from center; Seoyeon is O and has taken top middle, up and right from center, middle, and middle row right.","X:TL,ML,BM,BR O:TM,TR,C,MR",8,
c_4976,"Seoyeon is X and has gone for up and left from center, center, middle row right, and bottom middle; Zhenmao is O and has gone for above the center, top right corner, middle row left, and bottom right corner.","X:TL,C,MR,BM O:TM,TR,ML,BR",8,
c_4977,"Sujith is X and has gone for top left corner, right of centre, below the center, and bottom right corner; Wang is O and has taken above the center, up and right from center, left of centre, and middle.","X:TL,MR,BM,BR O:TM,TR,ML,C",8,
c_4978,"Wenjia is X and has gone for top middle, up and right from center, left of centre, and middle; Fergus is O and has gone for up and left from center, right of centre, bottom middle, and bottom right corner.","X:TM,TR,ML,C O:TL,MR,BM,BR",8,
c_4979,"SONG is X and has taken above the center, up and right from center, left of centre, and middle row right; Zhenmao is O and has gone for top left corner, center, below the center, and down and right from center.","X:TM,TR,ML,MR O:TL,C,BM,BR",8,O
c_4980,"Watson is X and has taken top middle, top right corner, left of centre, and bottom middle; Wang is O and has taken up and left from center, middle, right of centre, and down and right from center.","X:TM,TR,ML,BM O:TL,C,MR,BR",8,O
c_4981,"Wang is X and has taken top middle, up and right from center, middle row left, and bottom right corner; Goli is O and has taken up and left from center, middle, right of centre, and bottom middle.","X:TM,TR,ML,BR O:TL,C,MR,BM",8,
c_4982,"Wenjia is X and has gone for top middle, up and right from center, middle, and right of centre; Seoyeon is O and has gone for top left corner, middle row left, below the center, and down and right from center.","X:TM,TR,C,MR O:TL,ML,BM,BR",8,
c_4983,"Zhenmao is X and has gone for top middle, up and right from center, middle, and bottom right corner; Kim is O and has gone for top left corner, middle row left, right of centre, and bottom middle.","X:TM,TR,C,BR O:TL,ML,MR,BM",8,
c_4984,"Watson is X and has taken top middle, top right corner, right of centre, and bottom middle; Kim is O and has gone for top left corner, left of centre, center, and bottom right corner.","X:TM,TR,MR,BM O:TL,ML,C,BR",8,O
c_4985,"SONG is X and has gone for top middle, up and right from center, below the center, and bottom right corner; Wang is O and has taken top left corner, left of centre, middle, and right of centre.","X:TM,TR,BM,BR O:TL,ML,C,MR",8,O
c_4986,"Watson is X and has gone for top middle, left of centre, middle, and bottom right corner; Sujith is O and has gone for top left corner, up and right from center, right of centre, and bottom middle.","X:TM,ML,C,BR O:TL,TR,MR,BM",8,
c_4987,"Fergus is X and has gone for top middle, left of centre, right of centre, and below the center; Seoyeon is O and has gone for up and left from center, up and right from center, center, and down and right from center.","X:TM,ML,MR,BM O:TL,TR,C,BR",8,O
c_4988,"Sujith is X and has gone for above the center, middle row left, right of centre, and bottom right corner; Fergus is O and has taken top left corner, up and right from center, middle, and below the center.","X:TM,ML,MR,BR O:TL,TR,C,BM",8,
c_4989,"Wenjia is X and has gone for top middle, left of centre, bottom middle, and bottom right corner; Watson is O and has gone for up and left from center, up and right from center, middle, and middle row right.","X:TM,ML,BM,BR O:TL,TR,C,MR",8,
c_4990,"Seoyeon is X and has gone for above the center, center, middle row right, and down and right from center; Fergus is O and has taken top left corner, up and right from center, left of centre, and bottom middle.","X:TM,C,MR,BR O:TL,TR,ML,BM",8,
c_4991,"Watson is X and has gone for above the center, middle row right, bottom middle, and down and right from center; Sujith is O and has gone for up and left from center, top right corner, left of centre, and middle.","X:TM,MR,BM,BR O:TL,TR,ML,C",8,
c_4992,"Wenjia is X and has gone for top right corner, left of centre, center, and bottom middle; Wang is O and has taken top left corner, top middle, middle row right, and down and right from center.","X:TR,ML,C,BM O:TL,TM,MR,BR",8,
c_4993,"Sujith is X and has gone for up and right from center, left of centre, middle, and down and right from center; Goli is O and has gone for up and left from center, top middle, middle row right, and bottom middle.","X:TR,ML,C,BR O:TL,TM,MR,BM",8,
c_4994,"Wang is X and has gone for top right corner, left of centre, right of centre, and below the center; SONG is O and has taken up and left from center, top middle, center, and down and right from center.","X:TR,ML,MR,BM O:TL,TM,C,BR",8,O
c_4995,"Wenjia is X and has taken up and right from center, left of centre, bottom middle, and down and right from center; Fergus is O and has gone for top left corner, above the center, middle, and right of centre.","X:TR,ML,BM,BR O:TL,TM,C,MR",8,
c_4996,"Fergus is X and has gone for up and right from center, center, middle row right, and bottom middle; SONG is O and has gone for top left corner, above the center, left of centre, and down and right from center.","X:TR,C,MR,BM O:TL,TM,ML,BR",8,
c_4997,"Seoyeon is X and has taken top right corner, center, bottom middle, and down and right from center; Zhenmao is O and has gone for up and left from center, above the center, middle row left, and right of centre.","X:TR,C,BM,BR O:TL,TM,ML,MR",8,
c_4998,"Sujith is X and has taken top left corner, top middle, middle row left, and center; Wenjia is O and has gone for top right corner, down and left from center, below the center, and bottom right corner.","X:TL,TM,ML,C O:TR,BL,BM,BR",8,O
c_4999,"Wenjia is X and has taken up and left from center, above the center, middle, and bottom left corner; Fergus is O and has gone for up and right from center, middle row left, bottom middle, and down and right from center.","X:TL,TM,C,BL O:TR,ML,BM,BR",8,
c_5000,"Goli is X and has taken up and left from center, above the center, bottom left corner, and below the center; Wang is O and has gone for top right corner, left of centre, middle, and bottom right corner.","X:TL,TM,BL,BM O:TR,ML,C,BR",8,
c_5001,"Sujith is X and has gone for up and left from center, top middle, down and left from center, and bottom right corner; Fergus is O and has taken up and right from center, left of centre, center, and bottom middle.","X:TL,TM,BL,BR O:TR,ML,C,BM",8,
c_5002,"Goli is X and has taken top left corner, top middle, bottom middle, and bottom right corner; Zhenmao is O and has gone for top right corner, middle row left, middle, and bottom left corner.","X:TL,TM,BM,BR O:TR,ML,C,BL",8,O
c_5003,"Goli is X and has taken top left corner, top right corner, middle row left, and center; Wenjia is O and has taken top middle, down and left from center, below the center, and down and right from center.","X:TL,TR,ML,C O:TM,BL,BM,BR",8,O
c_5004,"Fergus is X and has gone for up and left from center, top right corner, left of centre, and bottom middle; Wang is O and has gone for above the center, center, down and left from center, and bottom right corner.","X:TL,TR,ML,BM O:TM,C,BL,BR",8,
c_5005,"Zhenmao is X and has gone for up and left from center, up and right from center, left of centre, and down and right from center; SONG is O and has taken above the center, center, down and left from center, and below the center.","X:TL,TR,ML,BR O:TM,C,BL,BM",8,O
c_5006,"Wang is X and has gone for top left corner, top right corner, center, and bottom middle; SONG is O and has gone for above the center, middle row left, bottom left corner, and down and right from center.","X:TL,TR,C,BM O:TM,ML,BL,BR",8,
c_5007,"Watson is X and has taken up and left from center, up and right from center, down and left from center, and below the center; Wenjia is O and has taken above the center, middle row left, middle, and bottom right corner.","X:TL,TR,BL,BM O:TM,ML,C,BR",8,
c_5008,"Watson is X and has gone for up and left from center, top right corner, bottom left corner, and down and right from center; Fergus is O and has taken above the center, left of centre, center, and below the center.","X:TL,TR,BL,BR O:TM,ML,C,BM",8,O
c_5009,"Sujith is X and has taken up and left from center, top right corner, below the center, and bottom right corner; SONG is O and has gone for above the center, left of centre, center, and down and left from center.","X:TL,TR,BM,BR O:TM,ML,C,BL",8,
c_5010,"Kim is X and has gone for top left corner, middle row left, middle, and below the center; SONG is O and has gone for above the center, up and right from center, down and left from center, and bottom right corner.","X:TL,ML,C,BM O:TM,TR,BL,BR",8,
c_5011,"Watson is X and has taken up and left from center, left of centre, bottom middle, and down and right from center; Kim is O and has taken above the center, top right corner, middle, and down and left from center.","X:TL,ML,BM,BR O:TM,TR,C,BL",8,O
c_5012,"Wang is X and has taken top left corner, center, bottom left corner, and bottom middle; Seoyeon is O and has taken top middle, up and right from center, left of centre, and down and right from center.","X:TL,C,BL,BM O:TM,TR,ML,BR",8,
